Id,Nom,Adreça,Codi postal,Àrea,Ciutat,Zona horària,Codi país,Latitud,Longitud,Ubicació
461,"Carrer de la Pau, 1 (Ses Salines)","Carrer de la Pau, 1",07640,ISLAS BALEARES,Ses Salines,Europa/Madrid,ES,39.3394,3.05364,POINT (3.05364 39.3394)
464,"Carrer Rodrigo de Triana, s/n (Porto Colom)","Carrer Rodrigo de Triana, s/n Portocolom",07200,ISLAS BALEARES,Felanitx,Europa/Madrid,ES,39.4231,3.2588,POINT (3.2588 39.4231)
467,"Avinguda Jaime III, 34 (Santa Maria del Camí)","Avinguda Jaime III, 34",07320,ISLAS BALEARES,Santa Maria del Camí,Europa/Madrid,ES,39.6503,2.77186,POINT (2.77186 39.6503)
470,"Carrer Joan Alcover, 8 (Son Servera)","Carrer Joan Alcover, 8",07550,ISLAS BALEARES,Son Servera,Europa/Madrid,ES,39.6129,3.36172,POINT (3.36172 39.6129)
473,"Carrer del Llorer, 3 (Cala Millor)","Carrer del Llorer, 3",07560,ISLAS BALEARES,Son Servera,Europa/Madrid,ES,39.6042,3.37963,POINT (3.37963 39.6042)
476,"Cami de Son Alegre, 2 (Marratxí)","Cami de Son Alegre, 2",07141,ISLAS BALEARES,Marratxí,Europa/Madrid,ES,39.5982,2.7079,POINT (2.7079 39.5982)
481,"Carrer Gabriel Maura, 7 (Marratxí)","Carrer Gabriel Maura, 7",07141,ISLAS BALEARES,Marratxi,Europa/Madrid,ES,39.6111,2.6992,POINT (2.6992 39.6111)
490,"Carrer Mitjorn, 8 (Sineu)","Carrer Mitjorn, 8",07510,ISLAS BALEARES,Sineu,Europa/Madrid,ES,39.6426,3.0148,POINT (3.0148 39.6426)
493,Carrer Economo Más/Del Camp (Sant Joan),Carrer Economo Más/Del Camp,07240,ISLAS BALEARES,Sant Joan,Europa/Madrid,ES,39.5956,3.03746,POINT (3.03746 39.5956)
496,"Carrer Petra, 66 (Sant Joan)","Carrer Petra, 66",07240,ISLAS BALEARES,Sant Joan,Europa/Madrid,ES,39.597,3.04344,POINT (3.04344 39.597)
499,"Plaça Major, 6 (Vilafranca)","Plaça Major, 6",07250,ISLAS BALEARES,Vilafranca,Europa/Madrid,ES,39.5684,3.08898,POINT (3.08898 39.5684)
502,"Carrer del Racó, 24 _A.P. Sa Quintana (Sineu)","Carrer del Racó, 24 _Aparc. Púb. Sa Quintana",07510,ISLAS BALEARES,Sineu,Europa/Madrid,ES,39.6417,3.008,POINT (3.008 39.6417)
505,"Carrer Son Costa, 34 (Sineu)","Carrer Son Costa, 34",07510,ISLAS BALEARES,Sineu,Europa/Madrid,ES,39.6446,3.00604,POINT (3.00604 39.6446)
511,"Carrer des Pou, 21 (Biniali)","Carrer des Pou, 21",07143,ISLAS BALEARES,Sencelles,Europa/Madrid,ES,39.6392,2.8607,POINT (2.8607 39.6392)
514,"Carrer Mareselva, 2 (Sa Coma)","Carrer Mareselva, 2",07560,ISLAS BALEARES,Sant Llorenç des Cardessar,Europa/Madrid,ES,39.5811,3.37241,POINT (3.37241 39.5811)
517,Carrer Llum (Cala Millor),Carrer Llum (Cala Millor),07560,ISLAS BALEARES,Sant Llorenç des Cardessar,Europa/Madrid,ES,39.5956,3.38364,POINT (3.38364 39.5956)
520,"Carrer Ciutat, 3 (Capdepera)","Carrer Ciutat, 3",07580,ISLAS BALEARES,Capdepera,Europa/Madrid,ES,39.7022,3.43253,POINT (3.43253 39.7022)
523,Aparcament Monasteri de Lluc,Aparcament Monasteri de Lluc,07315,ISLAS BALEARES,Escorca,Europa/Madrid,ES,39.8207,2.8843,POINT (2.8843 39.8207)
529,"Carrer Balanguera, s/n CS Martí Serra (Marratxí)","Carrer Balanguera, s/n",07141,ISLAS BALEARES,Marratxí,Europa/Madrid,ES,39.6018,2.68787,POINT (2.68787 39.6018)
532,Carrer Casa del Poble s/n (Marratxí),Carrer Casa del Poble s/n,07141,ISLAS BALEARES,Marratxi,Europa/Madrid,ES,39.6227,2.74163,POINT (2.74163 39.6227)
535,"Carrer Eusebio Estada, 28 (Palma)","Carrer Eusebio Estada, 28",07004,ISLAS BALEARES,Palma,Europa/Madrid,ES,39.5791,2.65773,POINT (2.65773 39.5791)
538,"Disseminat Cas Ripolls, 21 (Sant Joan de Labritja)","Disseminat Cas Ripolls, 21",07810,ISLAS BALEARES,Sant Joan de Labritja,Europa/Madrid,ES,39.0772,1.514,POINT (1.514 39.0772)
541,"Carrer de Juan Tur, 13 (Santa Eulària des Riu)","Carrer de Juan Tur, 13",07840,ISLAS BALEARES,Santa Eulària des Riu,Europa/Madrid,ES,38.9818,1.5329,POINT (1.5329 38.9818)
544,"Carrer del Pare Josep Manxarrell, 11 (Eivissa)","Carrer del Pare Josep Manxarell, 11",07800,ISLAS BALEARES,Eivissa,Europa/Madrid,ES,398.918,1.4349,POINT (1.4349 398.918)
547,"Carrer de Cas Dominguets, 2 (Eivissa)","Carrer de Cas Dominguets, 2",07800,ISLAS BALEARES,Eivissa,Europa/Madrid,ES,38.9173,1.4283,POINT (1.4283 38.9173)
550,Av. d'Isidor Macabich 32 (Sant Rafel de sa Creu),Av. d'Isidor Macabich de Sant Rafael de Sa Cr,07816,ISLAS BALEARES,Sant Antoni de Portmany,Europa/Madrid,ES,38.9626,1.3976,POINT (1.3976 38.9626)
553,"Carrer Londres, 9 (Sant Antoni de Portmany)","Carrer Londres, 9",07820,ISLAS BALEARES,Sant Antoni de Portmany,Europa/Madrid,ES,38.9818,1.3072,POINT (1.3072 38.9818)
556,"Passeig de la Mar, 18 (Sant Antoni de Portmany)","Passeig de la Mar, 18",07820,ISLAS BALEARES,Sant Antoni de Portmany,Europa/Madrid,ES,38.9786,1.3001,POINT (1.3001 38.9786)
559,"Carrer de les Balears, 13 (Eivissa)","Carrer de les Balears, 13",07800,ISLAS BALEARES,Eivissa,Europa/Madrid,ES,38.9086,1.4246,POINT (1.4246 38.9086)
565,"Passeig de Joan Carles I, 32 (Eivissa)","Passeig de Joan Carles I, 32",07800,ISLAS BALEARES,Eivissa,Europa/Madrid,ES,38.9138,1.448,POINT (1.448 38.9138)
568,"Carrer del Raspallar, 5 (Eivissa)","Carrer del Raspallar, 5",07800,ISLAS BALEARES,Eivissa,Europa/Madrid,ES,38.9222,1.4278,POINT (1.4278 38.9222)
571,"Carrer de l'Arxiduc Lluís Salvador, 3 (Eivissa)","Carrer de l'ARxiduc Lluís Salvador, 3",07800,ISLAS BALEARES,Eivissa,Europa/Madrid,ES,38.9076,1.4276,POINT (1.4276 38.9076)
574,Poliesportiu Can Coix (S.Antonio de Portmany),Poliesportiu Can Coix,07820,ISLAS BALEARES,Sant Antoni de Portmany,Europa/Madrid,ES,38.9937,1.3081,POINT (1.3081 38.9937)
577,"Passeig de ses Fonts, 6 (Sant Antoni de Portmany)","Passeig de ses Fonts, 6",07820,ISLAS BALEARES,Sant Antoni de Portmany,Europa/Madrid,ES,38.9801,1.3051,POINT (1.3051 38.9801)
580,"Carrer del Llavio, 8 (Sant Josep de sa Talaia)","Carrer del Llavio, 8",07829,ISLAS BALEARES,Sant Josep de sa Talaia,Europa/Madrid,ES,38.9421,1.2403,POINT (1.2403 38.9421)
583,Carrer des Caló (Sant Josep de sa Talaia),Carrer des Caló,07829,ISLAS BALEARES,Sant Josep de sa Talaia,Europa/Madrid,ES,38.9679,1.2722,POINT (1.2722 38.9679)
586,Carrer de Pere Escanellas(Sant Josep de sa Talaia),Carrer de Pere Escanellas,07830,ISLAS BALEARES,Sant Josep de sa Talaia,Europa/Madrid,ES,38.9214,1.2949,POINT (1.2949 38.9214)
589,"Carrer d'Ernest Ehrenfeld, 1 (Eivissa)","Carrer d'Ernest Ehrenfeld, 1",07800,ISLAS BALEARES,Eivissa,Europa/Madrid,ES,38.901,1.4104,POINT (1.4104 38.901)
592,Avinguda de Vicent Serra (Sant Josep de sa Talaia),Avinguda de Vicent Serra,07830,ISLAS BALEARES,Sant Josep de sa Talaia,Europa/Madrid,ES,38.8913,1.3956,POINT (1.3956 38.8913)
598,"Carrer de Joan Xicó, 3 (Eivissa)","Carrer de Joan Xicó, 3",07800,ISLAS BALEARES,Eivissa,Europa/Madrid,ES,38.9074,1.43279,POINT (1.43279 38.9074)
601,Carrer des Cubells (Eivissa),Carrer des Cubells,07800,ISLAS BALEARES,Eivissa,Europa/Madrid,ES,38.9114,1.42165,POINT (1.42165 38.9114)
604,"Passeig Marítim Binibequer Vell, 33 (Binibequer)","Passeig Marítim Binibequer Vell, 33",07711,ISLAS BALEARES,Sant Lluís,Europa/Madrid,ES,39.8193,4.23501,POINT (4.23501 39.8193)
610,Aparcament SMAP de Vía Roma (Palma),Aparcament Vía Roma,07012,ISLAS BALEARES,Palma,Europa/Madrid,ES,39.5756,2.64734,POINT (2.64734 39.5756)
613,Aparcament de Marquès de la Sénia (Palma),Aparcament de Marquès de la Sénia,07014,ISLAS BALEARES,Palma,Europa/Madrid,ES,39.5688,2.63133,POINT (2.63133 39.5688)
616,Aparcament Parc de la Mar (Palma),Aparcament Parc de la Mar,07012,ISLAS BALEARES,Palma,Europa/Madrid,ES,39.5655,2.6477,POINT (2.6477 39.5655)
622,Ctra Sant Llorenç (Sant Llorenç de Balàfia),Carretera de San Llorenç,07812,ISLAS BALEARES,Sant Llorenç de Balàfia,Europa/Madrid,ES,39.0303,1.47829,POINT (1.47829 39.0303)
626,Plaça Espanya (Santa Maria del Camí),Plaça Espanya,07320,ISLAS BALEARES,Santa Maria del Camí,Europa/Madrid,ES,39.6488,2.7775,POINT (2.7775 39.6488)
629,"Plaça Espanya, 15 (LLoseta)","Plaça Espanya, 15",07360,ISLAS BALEARES,Lloseta,Europa/Madrid,ES,39.7189,2.8678,POINT (2.8678 39.7189)
632,Poliesportiu (Lloret de Vista Alegre),Poliesportiu,07518,ISLAS BALEARES,Lloret de Vista Alegre,Europa/Madrid,ES,39.6147,2.9671,POINT (2.9671 39.6147)
635,Plaça des Pou 7-A (Maria de la Salut),Plaça des Pou 7-A,07519,ISLAS BALEARES,Maria de la Salut,Europa/Madrid,ES,39.6663,3.0753,POINT (3.0753 39.6663)
638,Aparcament Miguel Sans Oliver (Calvià),Aparcament Miguel Sans Oliver,07181,ISLAS BALEARES,Calvià,Europa/Madrid,ES,39.5263,2.5366,POINT (2.5366 39.5263)
641,Aparcament Costa den Blanes Portals (Calvià),Aparcament Costa den Blanes Portals,07181,ISLAS BALEARES,Calvià,Europa/Madrid,ES,39.5338,2.56353,POINT (2.56353 39.5338)
644,Aparcament Ajuntament de Calvià (Calvià),Aparcament Ajuntament de Calvià,07181,ISLAS BALEARES,Calvià,Europa/Madrid,ES,39.564,2.50563,POINT (2.50563 39.564)
650,"Plaça de l'església, 5 (Es Llombards)","Plaça de l'església, 5",07690,ISLAS BALEARES,Santanyí,Europa/Madrid,ES,39.341,3.0973,POINT (3.0973 39.341)
656,"Plaça Can Brit, s/n (Sencelles)","Carrer de Ses A, 1",07140,ISLAS BALEARES,Sencelles,Europa/Madrid,ES,39.6461,2.8971,POINT (2.8971 39.6461)
659,"Carrer de Ruberts, 999 (Ruberts)","Carrer de Ruberts, 999",07511,ISLAS BALEARES,Sencelles,Europa/Madrid,ES,39.6233,2.9362,POINT (2.9362 39.6233)
662,Plaça de l'Ajuntament (Sant Llorenç des Cardessar),"Plaça de l'Ajuntament, 1-3",07687,ISLAS BALEARES,Sant Llorenç des Cardessar,Europa/Madrid,ES,39.6099,3.28421,POINT (3.28421 39.6099)
666,Aparcament Parc Bit (Palma),Aparcament Parc Bit,07121,ISLAS BALEARES,Palma,Europa/Madrid,ES,39.6361,2.6351,POINT (2.6351 39.6361)
667,"Carrer Mussol, 1 (Son Ferrer)","Carrer Mussol, 1(Son Ferrer)",07181,ISLAS BALEARES,Calviá,Europa/Madrid,ES,39.4944,2.5032,POINT (2.5032 39.4944)
668,Avinguda Capdella (Peguera),Avinguda Capdella (Paguera),07160,ISLAS BALEARES,Calviá,Europa/Madrid,ES,39.5386,2.4536,POINT (2.4536 39.5386)
669,"Carrer Mossèn Alcover, 1 (Son Carrió)","Carrer Mossèn Alcover, 1 (Son Carrió)",07540,ISLAS BALEARES,Sant Llorenç des Cardessar,Europa/Madrid,ES,39.5865,3.32035,POINT (3.32035 39.5865)
670,Poliesportiu Mateu Cañellas (Inca),Carretera Palma-Alcúdia,07300,ISLAS BALEARES,Inca,Europa/Madrid,ES,39.7273,2.9233,POINT (2.9233 39.7273)
672,"Carrer de les Violetes, 3-5 (Palmanyola)","Carrer de les Violetes, 3-5",07193,ISLAS BALEARES,Bunyola,Europa/Madrid,ES,39.6623,2.6723,POINT (2.6723 39.6623)
673,Aparcament Poliesportiu Santa Ponça (Calvià)),Carre Riu Sil s/n (aparcament poliesportiu),07180,ISLAS BALEARES,Calvià,Europa/Madrid,ES,39.5179,2.4823,POINT (2.4823 39.5179)
674,"Carrer de la Vinya, 18 (Capdepera)","Carrer de la Vinya, 18",07580,ISLAS BALEARES,Capdepera,Europa/Madrid,ES,39.7022,3.4273,POINT (3.4273 39.7022)
675,"Avinguda Jaume I, 8 (Inca)","Avinguda Jaume I, 8",07300,ISLAS BALEARES,Inca,Europa/Madrid,ES,39.72,2.9172,POINT (2.9172 39.72)
676,Avinguda Gabriel Alomar-Poliesportiu (Inca),Avinguda Gabriel Alomar-Poliesportiu,07300,ISLAS BALEARES,Inca,Europa/Madrid,ES,39.7171,2.898,POINT (2.898 39.7171)
677,Carrer Quarter (Inca),Carrer Quarter,07300,ISLAS BALEARES,Inca,Europa/Madrid,ES,39.7162,2.90771,POINT (2.90771 39.7162)
678,Plaça Font Vella (Inca),Plaça Font Vella,07300,ISLAS BALEARES,Inca,Europa/Madrid,ES,39.7235,2.91372,POINT (2.91372 39.7235)
679,Aparcament de la Plaça del Tren (Sa Pobla),Plaça del Tren,07420,ISLAS BALEARES,Sa Pobla,Europa/Madrid,ES,39.7701,3.02801,POINT (3.02801 39.7701)
680,"Avinguda Jaume III, 18 (Palma)","Avinguda Jaume III, 18",07012,ISLAS BALEARES,Palma,Europa/Madrid,ES,39.5724,2.64389,POINT (2.64389 39.5724)
681,Carrer des Fradins 146 (Sa Pobla),Carrer des Fradins 146,07420,ISLAS BALEARES,Sa Pobla,Europa/Madrid,ES,39.7741,3.02694,POINT (3.02694 39.7741)
682,"Carrer Tramuntana, 7 (Cala Bona)","Carrer Tramuntana, 7 (Cala Bona)",07559,ISLAS BALEARES,Son Servera,Europa/Madrid,ES,39.6136,3.39011,POINT (3.39011 39.6136)
683,"Carreró dels Hortets, 73 (Algaida)","Carreró dels Hortets, 73",07210,ISLAS BALEARES,Algaida,Europa/Madrid,ES,39.5608,2.88826,POINT (2.88826 39.5608)
684,Aparcament Plaça Mallorca (Son Servera),Carrer Fetget,07560,ISLAS BALEARES,Son Servera,Europa/Madrid,ES,39.6022,3.38152,POINT (3.38152 39.6022)
685,Aparcament Ajuntament (Sa Cabaneta),"Camí de N'Olesa, 35",07141,ISLAS BALEARES,Marratxí,Europa/Madrid,ES,39.6221,2.7506,POINT (2.7506 39.6221)
686,Carrer de les Vinyetes 2 (Bunyola),"Carrer de les Vinyetes, 2",07110,ISLAS BALEARES,Bunyola,Europa/Madrid,ES,39.6975,2.69849,POINT (2.69849 39.6975)
688,"Carrer dels Reis Catòlics, 26 (Lloseta)","Carrer dels Reis Catòlics, 26",07360,ISLAS BALEARES,Lloseta,Europa/Madrid,ES,39.7188,2.872,POINT (2.872 39.7188)
689,Carrer Ruiz Zorrilla (Muro),Carrer Ruiz Zorrilla,07440,ISLAS BALEARES,Muro,Europa/Madrid,ES,39.7382,3.05273,POINT (3.05273 39.7382)
690,Aparcament SMAP Sa Riera,"Carrer de Jesús, 40",07010,ISLAS BALEARES,Palma,Europa/Madrid,ES,39.5849,2.64075,POINT (2.64075 39.5849)
691,Aparcament SMAP de Santa Pagesa,Plaça de Santa Pagesa,07003,ISLAS BALEARES,Palma,Europa/Madrid,ES,39.5823,2.64897,POINT (2.64897 39.5823)
692,"Carrer de sa Cova des Vell Mari, 16","Carrer de sa Cova des Vell Mari, 16",07659,ISLAS BALEARES,Santanyi,Europa/Madrid,ES,39.328,3.14523,POINT (3.14523 39.328)
693,"Carrer de Voltor, 70","Carrer de Voltor, 70",07660,ISLAS BALEARES,Santanyi,Europa/Madrid,ES,39.3649,3.22447,POINT (3.22447 39.3649)
694,Aparcament SMAP del carrer de Manacor,Carrer de Manacor,07007,ISLAS BALEARES,Palma,Europa/Madrid,ES,39.5712,2.66672,POINT (2.66672 39.5712)
695,IES Albuhaira (Muro),Carrer de Maria i Josep,07440,ISLAS BALEARES,Muro,Europa/Madrid,ES,39.732,3.05063,POINT (3.05063 39.732)
696,Av Santa Catalina Thomàs (Parc infantil),Av. Santa Catalina Thomàs,07440,ISLAS BALEARES,Muro,Europa/Madrid,ES,39.7371,3.05132,POINT (3.05132 39.7371)
697,Aparcament SMAP de Comptat del Roselló (Palma),Plaça Comptat del Rosselló,07002,ISLAS BALEARES,Palma,Europa/Madrid,ES,39.5742,2.65437,POINT (2.65437 39.5742)
698,Port de la Colònia de Sant Jordi,Port de la Colònia de Sant Jordi,07638,ISLAS BALEARES,Ses Salines,Europa/Madrid,ES,39.3154,2.99708,POINT (2.99708 39.3154)
699,Port de Porto Cristo,C/ Explanada moll s/n,07680,ISLAS BALEARES,Manacor,Europa/Madrid,ES,39.5399,3.3343,POINT (3.3343 39.5399)
700,Port de Cala Ratjada,"Carrer de Lepant, 6",07590,ISLAS BALEARES,Capdepera,Europa/Madrid,ES,39.711,3.46505,POINT (3.46505 39.711)
701,"Aparcament del  carrer Prevere Agustí Font, 62","Carrer del Prevere Agustí Font, 62",07260,ISLAS BALEARES,Porreres,Europa/Madrid,ES,39.5179,3.0215,POINT (3.0215 39.5179)
702,Avinguda Miramar (aturada taxis),Avinguda Miramar,07600,ISLAS BALEARES,El Arenal (Llucmajor),Europa/Madrid,ES,39.503,2.75135,POINT (2.75135 39.503)
703,"Carrer de la Falzia, 22 (Puigderrós)","Carrer de la Falzia, 22",07609,ISLAS BALEARES,Puigderrós (LLucmajor),Europa/Madrid,ES,39.4491,2.7533,POINT (2.7533 39.4491)
704,"Via de Son Reynés, 2-8 (S'Estanyol)","Via de Son Reynés, 2-8",07639,ISLAS BALEARES,S'Estanyol de Migjorn (Llucmajor),Europa/Madrid,ES,39.3614,2.91772,POINT (2.91772 39.3614)
705,Plaça de Navegació (Badia Gran),Plaça de Navegació,07609,ISLAS BALEARES,Badia Gran (Llucmajor),Europa/Madrid,ES,39.4259,2.75323,POINT (2.75323 39.4259)
706,Plaça les Palmeres (Ses Palmeres),Plaça les Palmeres,07609,ISLAS BALEARES,Ses Palmeres (Llucmajor),Europa/Madrid,ES,39.4729,2.75289,POINT (2.75289 39.4729)
707,"Av. Regne de Mallorques, 6 (Sa Torre)","Av. Regne de Mallorques, 6",07609,ISLAS BALEARES,Llucmajor,Europa/Madrid,ES,39.4418,2.75643,POINT (2.75643 39.4418)
708,"Avinguda es Dau, 35 (Montuïri)","Avinguda es Dau, 35",07230,ISLAS BALEARES,Montuïri,Europa/Madrid,ES,39.5677,2.98421,POINT (2.98421 39.5677)
709,Aparcament SMAP de Compte d'Empúries (Palma),Carrer de Compte d'Empúries núm. 2,07004,ISLAS BALEARES,Palma,Europa/Madrid,ES,39.5774,2.65406,POINT (2.65406 39.5774)
710,Port de Ciutadella,C/ Moll comercial s/n,07760,ISLAS BALEARES,Ciutdella,Europa/Madrid,ES,39.9884,3.83025,POINT (3.83025 39.9884)
711,Port de Sóller,Moll comercial s/n,07108,ISLAS BALEARES,Sóller,Europa/Madrid,ES,39.7964,2.69244,POINT (2.69244 39.7964)
712,Port d'Andratx,C/ Explanada Llonja s/n,07157,ISLAS BALEARES,Andratx,Europa/Madrid,ES,39.5446,2.38833,POINT (2.38833 39.5446)
713,Port de Portocolom,"Carrer pescadors, 6",07670,ISLAS BALEARES,Felanitx,Europa/Madrid,ES,39.4233,3.26142,POINT (3.26142 39.4233)
714,Aparcament Piscines Municipals Campos,"Camí de Ciutat Vell, s/n",07630,ISLAS BALEARES,Campos,Europa/Madrid,ES,39.4334,3.00729,POINT (3.00729 39.4334)
715,Camí Vell de Cala'n Blanes (Ciutadella),Camí Vell de Cala'n Blanes s/n,07745,ISLAS BALEARES,Ciutadella,Europa/Madrid,ES,40.0031,3.82854,POINT (3.82854 40.0031)
717,Poliesportiu aparcament II,Carretera Palma a Port de Pollença,07460,ISLAS BALEARES,Pollença,Europa/Madrid,ES,39.8766,3.02294,POINT (3.02294 39.8766)
718,"Carrer de Gustavo Mas Salesià, 91","C/Gustavo Mas Salesià, 91",07760,ISLAS BALEARES,Ciutadella,Europa/Madrid,ES,39.9973,3.83085,POINT (3.83085 39.9973)
719,Carrer de Pintor Torrent s/n,Carrer de Pintor Torrent s/n,07760,ISLAS BALEARES,Ciutadella,Europa/Madrid,ES,40.0077,3.83522,POINT (3.83522 40.0077)
721,Plaça Jaume II (Ciutadella),Plaça Jaume II,07760,ISLAS BALEARES,Ciutadella de Menorca,Europa/Madrid,ES,39.9992,3.84209,POINT (3.84209 39.9992)
722,Piscina Municipal Sant Joan de Labritja,"Crta.Sant Miquel-Sant Joan, km 2.5",07810,ISLAS BALEARES,Sant Joan de Labritja,Europa/Madrid,ES,39.0592,1.46355,POINT (1.46355 39.0592)
723,Pavelló Municipal Guillem Timoner,Crta. Campos Felanitx km.1,07200,ISLAS BALEARES,Felanitx,Europa/Madrid,ES,39.4654,3.13566,POINT (3.13566 39.4654)
725,"C/ Platges, 25 (Capdellà)","C/ Platges, 25 (Capdellà)",07196,ISLAS BALEARES,Calvià,Europa/Madrid,ES,39.5777,2.46815,POINT (2.46815 39.5777)
726,C/ Hosteleria S/N (Alcudia),C/ Hosteleria S/N,07400,ISLAS BALEARES,Alcudia,Europa/Madrid,ES,39.8426,3.13278,POINT (3.13278 39.8426)
727,Aparcament Sa Pobla Poliesportiu,Poliesportiu,07420,ISLAS BALEARES,Sa Pobla,Europa/Madrid,ES,39.7615,3.01873,POINT (3.01873 39.7615)
728,"Carretera Me-1, Km 43,5 (Ciutadella)","Carretera Me-1, Km 43,5",07760,ISLAS BALEARES,Ciutadella,Europa/Madrid,ES,40.0048,3.8567,POINT (3.8567 40.0048)
729,C/ Conquistador (Palma),C/ Conquistador,07012,ISLAS BALEARES,Palma,Europa/Madrid,ES,39.5688,2.64699,POINT (2.64699 39.5688)
730,"C/ Rodríguez de la Fuente, 6 (Platja de Muro)","C/ Rodríguez de la Fuente, 6",,ISLAS BALEARES,Muro,Europa/Madrid,ES,39.8083,3.11581,POINT (3.11581 39.8083)
731,C/ Pare Ripoll (Llucmajor),C/ Pare Ripoll,,ISLAS BALEARES,Llucmajor,Europa/Madrid,ES,39.4916,2.8952,POINT (2.8952 39.4916)
732,C/ Esport (Llucmajor),C/ Esport,07620,ISLAS BALEARES,Llucmajor,Europa/Madrid,ES,39.4871,2.89927,POINT (2.89927 39.4871)
733,"Plaça Hostal, 25 (Santa Maria)",Plaça Hostal 25,07320,ISLAS BALEARES,Santa Maria,Europa/Madrid,ES,39.6509,2.77296,POINT (2.77296 39.6509)
